asymmetry,compactness,rgb_mean_value,rgb_standard_deviation,rgb_skewness,rgb_kurtosis,rgb_peak_val,blue_white_veil
0.7545,,"(152.8258412475443, 125.82107800452286, 120.90072203312229)","(6.394433025020948, 10.847518630832644, 9.301479747321265)","(3.361095708309189, 2.168324059434672, 2.6818953095750637)","(9.91112291131636, 3.020289152061987, 5.835374557847684)","(152, 136, 118)",
0.6647,,"(61.469261504447786, 32.16478705892223, 28.88468520157039)","(25.796998642402556, 23.447877608987426, 22.18853732200934)","(2.1616096045572912, 4.498502101005588, 4.645816475341054)","(4.854232361708824, 28.159211402761002, 28.58271745919803)","(34, 8, 8)",
0.0781,,"(207.48789974534884, 133.72212395747192, 96.08334582461976)","(26.296944758184264, 24.285008176117913, 22.566131198984788)","(1.2113217672208574, 1.1784824811118497, 1.326109365851895)","(0.3217042596022397, 0.052065892538630365, 0.46766800092155547)","(221, 139, 95)",
0.588,,"(149.41431450655728, 89.09839077126708, 69.3394378124467)","(30.344924811662914, 32.3674129981191, 31.632510403871525)","(1.809221270426089, 1.1580707886071857, 1.2908481271962229)","(4.207485765976939, 0.07761851830575495, 0.29944172719690165)","(175, 100, 72)",
0.6801,,"(120.21158451016527, 87.3848190602148, 73.93476157833356)","(20.067720628162228, 22.312186499620125, 19.46234862653045)","(1.8977348074554545, 2.1909979140384452, 2.538583351613633)","(2.9725643081682396, 4.458375617728001, 6.945127590636632)","(111, 79, 63)",
0.9434,,"(125.44287986424206, 95.02084364107213, 77.88428422607285)","(31.204433640817737, 35.93814850697812, 35.592631366385795)","(0.7349835162254351, 1.0233311034034844, 1.514065586141578)","(-0.8648159087075027, 0.27408337797772386, 1.8384548908349858)","(97, 67, 47)",
0.8959,,"(110.81600028523462, 103.45101683677422, 97.51851402234388)","(22.95345818394799, 23.823100592669434, 24.912839619116536)","(1.4378891724846914, 1.2250954422950147, 1.1367990711858424)","(0.9376167697386024, 0.038131866771605516, -0.23435755096971667)","(99, 95, 98)",1
0.7431,,"(172.45612900570836, 126.67694956480409, 104.64688819626281)","(35.58419922253372, 35.56512135682517, 37.62676456229027)","(1.204599762220347, 1.3372383802327636, 0.9503868244754291)","(0.12498224625432197, 0.4515825609239692, -0.20571765271892906)","(188, 135, 109)",
0.8241,,"(115.52349207887164, 42.00757385727775, 35.91720164333674)","(39.707106801661276, 34.45909477309359, 31.9434224098714)","(0.6959388118233328, 3.1459248586875033, 3.776587255227778)","(-0.8182841283838762, 12.098388480453975, 19.57018046907827)","(153, 8, 8)",
0.8574,,"(250.9628127580654, 167.9985812724408, 135.66853423734574)","(5.3074514501126435, 12.50335527593084, 12.588619871252263)","(11.46294923356486, 2.3340286929603686, 2.115293391687107)","(152.33954933920634, 4.230381674846538, 3.0313415098746495)","(255, 164, 139)",
0.4402,,"(174.51865461078705, 115.93754139912198, 89.89916996526881)","(14.007604707963761, 15.825502841946681, 15.891320612669405)","(2.7037886991691833, 2.5380723949687534, 2.6038951766598193)","(6.511431249859649, 5.231897786388524, 5.5503031447580735)","(175, 113, 86)",
,,,,,,,
0.4894,,"(113.92146889326182, 71.75112882846577, 65.73060467900882)","(25.72827081123354, 26.697108670748264, 26.902558524153676)","(1.0499813791068486, 1.0035346918025367, 1.1069533037436905)","(-0.45437745288307907, -0.5788296064563947, -0.3073161434206213)","(108, 64, 56)",
,,,,,,,
0.8891,,"(187.16858660282105, 143.45955930788205, 151.34230053258216)","(9.602713781133543, 20.337369165152083, 19.484344869815818)","(4.628139964865809, 1.5357465942574569, 1.7182231507718841)","(23.656377595013844, 0.9256031738160466, 1.678884699684395)","(184, 150, 158)",
0.9042,,"(173.13954405177537, 157.79703194531612, 159.84921334499495)","(14.906337709866202, 26.50708728038141, 30.072731539307775)","(1.6550346759207737, 0.8377886335007022, 0.590463205176018)","(1.0137054517873008, -0.9899661860095486, -1.3940946372125906)","(186, 169, 178)",1
0.8063,,"(142.30925445221055, 88.68161142681129, 68.94776057068884)","(11.746441850104834, 11.941525029211531, 12.363983303861387)","(2.9428202130807453, 2.88240511207631, 2.913513614941013)","(7.949239188685654, 7.335783256211235, 7.794743158295825)","(139, 87, 64)",
0.4448,,"(217.5059174466005, 133.91343594220234, 109.60106780027854)","(13.03708847329373, 17.17339328775275, 20.97756118357733)","(2.6191244534903473, 2.1407951360789896, 1.981330095816992)","(6.151602661942789, 3.5252325673850873, 3.1387257603260776)","(213, 127, 100)",
0.6925,,"(171.51583483756986, 111.53653977339127, 88.75855080067049)","(9.91497139724106, 12.791846380852576, 12.099699625947395)","(2.8076660198636505, 2.1614379644205157, 2.285105003298211)","(6.7382845811671395, 3.2852063088637022, 3.800694262784572)","(176, 114, 97)",
0.6649,,"(141.7726388968822, 131.03909116222894, 127.3594192430246)","(25.719116104930468, 24.79325583876328, 24.570596194735693)","(1.0049538435338943, 1.0419612365298008, 1.1592203210857865)","(-0.6203754778304336, -0.4922668975085096, -0.1514282015226187)","(160, 143, 128)",1
0.6001,,"(166.82109926607882, 114.7977853506527, 101.7117375968246)","(13.39297491479294, 14.378313164394884, 14.242659792693338)","(2.6206485677848983, 2.494790495396565, 2.6879100549526718)","(5.996267908643324, 5.221529549383424, 6.263093088400225)","(167, 115, 96)",
0.8379,,"(207.90444575595757, 146.84959334982705, 112.31429814818694)","(19.30119384825003, 27.64469933537362, 31.033304122107513)","(1.6352009285030322, 1.104623018515409, 1.1543253201464097)","(1.240842380969287, -0.2732260634530661, -0.030106812265447314)","(255, 145, 97)",
0.8813,,"(186.50911203245573, 133.0635163024565, 127.59330530340094)","(17.746027734637263, 20.444353227847497, 17.89441395052178)","(1.5389770932381364, 1.3157727899370442, 1.7392423767258187)","(0.7092609622837669, 0.0522809555208581, 1.4876806539691438)","(190, 136, 128)",
0.8064,,"(139.26176682704954, 101.76769180315296, 96.17834706351732)","(11.612531862494539, 15.874433030624015, 15.981806300376016)","(3.1141241846186314, 2.0045061520432914, 1.8912158894821365)","(8.978079529954762, 2.792441634464959, 2.2133650816121113)","(145, 102, 93)",
0.6764,,"(126.20304809685331, 104.42725857168989, 101.71754518711896)","(12.93797305364343, 15.575701047184774, 16.842797939604385)","(2.8034536641050853, 2.545193601707611, 2.487225761564035)","(6.707155895575548, 5.530797859110461, 5.393441098839967)","(123, 98, 93)",1
0.8105,,"(148.20309266665208, 103.19579489636817, 87.8779017963061)","(41.29358793513613, 37.353768448998856, 33.867127580262085)","(0.5590497689657231, 0.45440183430179587, 0.8383449645349429)","(-0.9634237491810809, -1.3834009141691885, -0.5787445710240084)","(150, 89, 65)",
0.9179,,"(162.15073003421458, 138.50938669945026, 127.73836021433453)","(7.9516416312859555, 12.218266302596227, 13.738908395958426)","(2.926859843916679, 2.080189259602332, 1.8753909858483953)","(7.304719294355143, 2.884928834145488, 1.9948830077086823)","(165, 143, 129)",
0.368,,"(152.8228382632442, 125.19270012295601, 111.7007182896923)","(13.317774530960353, 14.070773735309933, 13.346348342404823)","(2.222783449977564, 1.9929846772677058, 2.2889292903762715)","(3.839148608147556, 2.7972297774600934, 4.5231764184792205)","(149, 119, 106)",
0.8887,,"(46.44740317185642, 37.13270260597346, 29.022447122784797)","(18.50156674884297, 13.49713863053838, 11.730615071324955)","(2.185214113921944, 2.5448171768487224, 2.8251943208615327)","(3.9306646812688504, 5.443174455438831, 7.014031360441383)","(32, 31, 22)",
0.7291,,"(80.87256076443009, 82.22309798444621, 83.56384679558687)","(23.904981401281972, 21.329760502359704, 21.012094428462774)","(1.1984190228871083, 1.291404081483283, 1.3348824056433393)","(-0.0820840850214406, 0.06458738161393507, 0.21013648023661702)","(75, 60, 59)",1
0.8845,,"(197.92310448457283, 157.50727094596368, 128.78010645828545)","(13.153751977639928, 16.609303738754765, 15.772393016568614)","(2.104641553694014, 1.9755506993841951, 1.838307312886322)","(3.0517150389700385, 2.8990683463189058, 1.9800365708374432)","(195, 175, 122)",
0.895,,"(186.27030833409663, 126.86697811043268, 107.95736131567173)","(25.48701034643375, 32.00762932171187, 34.75272449422698)","(1.4334101188472823, 1.044412823879688, 0.8956727348450734)","(0.7822569455693036, -0.3438835812406511, -0.48902141266412036)","(184, 103, 80)",
0.701,,"(198.8500275575352, 166.666789229188, 168.09097651981574)","(20.320450639862106, 24.80229073102105, 29.461602537480044)","(1.5110633450513957, 1.1228658421880173, 0.9000624694553492)","(0.7672416667693738, -0.34432024240487413, -0.6519387770965883)","(188, 187, 166)",
,,,,,,,
0.288,,"(109.99864743926446, 72.95944472515839, 76.02504085403052)","(39.340376960331135, 47.001724426097134, 48.67060349104572)","(0.3640067039508422, 1.0121835098730079, 0.9527683091021183)","(-1.4664640210884994, 0.18065415302665677, -0.04539478021813359)","(76, 36, 41)",1
0.8507,,"(141.96701738065894, 110.13620239094234, 109.98390804948212)","(12.969182272467526, 20.994765252561184, 24.62410401339046)","(2.2285122173999636, 1.4199954677359516, 1.0009965727978587)","(3.807822565369886, 0.8430770663323979, -0.540766057201163)","(150, 125, 120)",
0.6989,,"(70.13230881775962, 63.88333345202045, 61.6859646468547)","(28.16651962516358, 25.31167375516517, 23.237132659920793)","(1.1272667151477598, 1.626523043652487, 2.4590117288844446)","(-0.20144420959352694, 1.5199781716657812, 5.907833853190239)","(47, 41, 40)",1
0.0488,,"(145.89815222790457, 125.76186956800211, 117.14422904286812)","(26.72571430092658, 28.391928735628962, 28.93546958859693)","(1.5850066405945307, 1.3714134638092763, 1.4349428352072289)","(1.4504658958968095, 0.8016543345841418, 1.1119880349575118)","(123, 104, 98)",
0.5501,,"(188.1732006824186, 124.27627831493555, 82.41871087178151)","(15.900655376489725, 18.424660633424097, 17.894084396175305)","(1.92686480784206, 1.6190715500742605, 1.7644498306904932)","(2.4135191333622945, 1.2139546280065385, 1.7063372567408468)","(197, 132, 85)",
0.7513,,"(231.07110830086822, 131.52885799128853, 122.1058100601731)","(14.731741956956284, 27.242742794703585, 26.68404910502082)","(3.420015549340305, 1.6644021604328634, 1.6691018480537503)","(11.473967871723683, 1.5528988347893504, 1.6030970161363722)","(242, 149, 134)",
0.5825,,"(164.62921825996818, 74.78269822740913, 43.32392845874347)","(20.328523219822188, 28.077731497322436, 29.710098417603035)","(2.346695760154683, 1.1226131703693538, 2.4351444701249867)","(5.044996331315872, -0.21941807864997953, 11.168451674772998)","(175, 73, 0)",
0.893,,"(152.6645259868783, 125.0138168877711, 107.57990781658009)","(14.479932309945957, 17.94979990294959, 18.578438388296554)","(2.1707215038222842, 1.7294719451509326, 1.5550563088416032)","(3.6204341325647933, 1.7345029344319363, 0.9682697592388769)","(150, 120, 107)",
0.5885,,"(213.2177916352266, 137.86939054499453, 118.51111089574624)","(17.015754385228217, 28.05823642025196, 25.767078448209055)","(2.287859009907993, 1.1141361362517974, 1.37638908601172)","(4.121056185370464, -0.4133625466385418, 0.3893869401394512)","(212, 138, 105)",
0.7749,,"(147.74973917909665, 119.89707829882354, 136.1313669779247)","(20.561472069553997, 28.210741104040768, 27.116543022825155)","(1.635895807131112, 1.1859001170530559, 1.3358226308649703)","(1.311780984052608, 0.0463243251385137, 0.3645321181487797)","(144, 111, 129)",1
0.5776,,"(224.80867941947508, 197.36933435148603, 196.2958215090148)","(18.617140496058514, 21.08668818239624, 26.139494570159098)","(2.7174998730854907, 1.8950078056377768, 1.8952953110299693)","(7.059476388695732, 2.5476303400725513, 2.634334563256215)","(236, 213, 215)",
0.5667,,"(166.49133342706773, 133.9594589377666, 148.59295895922332)","(7.998855197801229, 18.453881560956834, 21.102609274392588)","(2.9678186322201023, 1.6561386300301701, 1.4778642911460027)","(7.282476529185272, 1.3013731236532662, 0.7061510530261041)","(163, 152, 138)",
0.9066,,"(145.06116159735393, 112.49189362594188, 122.77576364450942)","(14.736914146696316, 27.454400092872493, 31.435291408219715)","(2.38333813946936, 1.5011233953878533, 1.4420934152788445)","(4.27522879020474, 1.1501424334614212, 1.1851512313075965)","(148, 91, 97)",1
0.6208,,"(111.21522752955389, 81.17578021713507, 76.03641241942296)","(31.755173746260066, 27.841346715317723, 28.152313321628693)","(1.0374766326932532, 1.3705379939719362, 1.1927680934446763)","(-0.3229235976642122, 0.5590985845108136, 0.001794243068272916)","(124, 88, 78)",1
0.7446,,"(193.67484909511404, 138.46516526555024, 127.30751591742592)","(6.2035497956709325, 12.064546434066997, 11.066950199553752)","(3.553968083328683, 2.423042386607438, 2.8226712791494553)","(11.519378994302036, 4.500836510600803, 7.002509351061327)","(194, 138, 127)",
0.7485,,"(200.95473177291024, 169.114940843637, 182.3931205489589)","(14.883498958469271, 20.3241714026547, 24.218359325982338)","(2.3900300004309347, 1.76571568376833, 1.344604489312711)","(4.6307318427546695, 1.7799915736215741, 0.3702074755973599)","(199, 162, 172)",1
0.8136,,"(187.06338982519628, 137.57526395368768, 132.1262253650675)","(21.623401249245365, 25.24119710155522, 24.618992966433403)","(1.487988919542305, 1.1928156656665745, 1.139100156839211)","(0.909592326611464, 0.05747356740378384, -0.15802554702121707)","(191, 144, 143)",
0.8738,,"(226.8018242402759, 173.4233331028954, 159.10126801063598)","(34.88392298468075, 49.81153123421528, 50.24007212225679)","(7.840539698081915, 3.915138816858636, 0.30266570525977127)","(76.19726589433986, 34.27866382881535, -0.5106442078229896)","(255, 255, 157)",
0.8459,,"(127.23156860373979, 111.8492873912761, 107.46178298880443)","(12.849667387236499, 14.996243296300324, 18.40011420432452)","(2.0586909410643144, 1.8597881712778734, 1.4689182988597724)","(2.589060231492784, 1.952639367781952, 0.6579014126976106)","(130, 114, 105)",1
0.5632,,"(170.6667996349388, 117.25800457305377, 99.25337355720876)","(17.84357015978685, 19.278211600766774, 18.960797782519897)","(1.6905491859882924, 1.39568827030803, 1.4535615472018997)","(1.5837063032433134, 0.4144597328342563, 0.6542115330928726)","(174, 112, 91)",
0.7544,,"(146.57552207570234, 120.3956670144662, 118.19615199385953)","(9.016500387344312, 13.10984583947376, 14.374207485043865)","(2.832337518476883, 2.302844102398187, 2.053621070431626)","(6.619189125348175, 3.98886231939358, 2.782856957723056)","(143, 118, 109)",
0.9135,,"(204.2861297562431, 126.17776664201756, 99.4062511049633)","(14.864470419131742, 23.759259279264818, 25.92202174659757)","(2.5985970798663294, 1.5297114081493473, 1.5045570726498894)","(5.69063450574893, 0.866889043153698, 1.0169799261361208)","(206, 129, 93)",
0.672,,"(147.91645034232351, 96.69418629561551, 103.59429830970475)","(13.345076090558063, 22.80570705419544, 24.14871336348356)","(3.6381127648698346, 2.3386568451463114, 2.321163760577992)","(13.038584893755974, 4.695350479039793, 4.906907577390855)","(151, 102, 111)",
0.8596,,"(193.99547261283806, 154.30949364081698, 141.39718517313122)","(19.76762052458202, 35.353996022375206, 37.811863058416)","(1.4067911590561932, 0.6156939932798974, 0.9340357078399519)","(0.48613752657555587, -0.9974086372845226, 0.7233047671006028)","(184, 181, 181)",
0.6332,,"(160.42911781089788, 114.19063260854273, 118.35636787445401)","(22.32554301216802, 33.73544463577247, 33.344874014246976)","(1.3364393496959577, 0.9223456645061425, 0.8872801786862125)","(0.2462602764169115, -0.5664071540399096, -0.6228570158674835)","(160, 113, 129)",
0.6757,,"(171.0803709983229, 118.78363999182693, 97.4185143809409)","(15.802881050423219, 23.45339419413231, 27.315246455204104)","(2.667734951285496, 1.7746104779704417, 1.793065218105966)","(6.188771564622385, 1.8338238034680945, 2.3291432389818025)","(165, 110, 75)",
0.9293,,"(235.98892255028477, 137.31402889903984, 148.23768795837532)","(15.04893081405459, 32.84897849060093, 32.839367240957536)","(3.6016592048985117, 1.9431359478849506, 1.4384443759323708)","(17.966922971620885, 3.2592915226973895, 1.1236749953917835)","(255, 143, 144)",
0.9427,,"(193.317022459099, 110.09595497167902, 90.79090137354797)","(20.781291251724966, 33.66510004066196, 39.26183746371255)","(2.6305206077974685, 1.413678873117935, 0.9319443500986799)","(5.961238091978517, 0.5355707447455789, -0.633271235988289)","(188, 95, 59)",
0.7721,,"(211.31388186558615, 172.47776634653565, 157.92907418770483)","(20.188679060766194, 30.340843898912077, 32.60996094915671)","(1.4951248548116898, 0.838839963150584, 0.7066702287459604)","(0.7912709890161089, -0.7677123966704542, -0.9082962746800813)","(203, 154, 134)",
,,,,,,,
0.371,,"(134.59968501304684, 99.67016003517347, 94.31768230033776)","(17.081459872648818, 18.235892155263066, 18.10478733475017)","(2.2506658547273237, 2.146506505084246, 2.2302350132770714)","(4.042287899157167, 3.40773973369334, 3.88560833251639)","(136, 100, 92)",
0.024,,"(150.68532021368446, 90.32068726764555, 72.58467725059018)","(19.21516343654151, 20.575422159055883, 21.189414199792242)","(1.9038497162930834, 2.0652680216119337, 2.070336987060914)","(2.18543415164104, 2.958041359412695, 2.949351267669499)","(143, 95, 71)",
